Seq Project ID ,Seq Project Name ,Sample ID ,Plate,Sample_ID_fix,Sample_ID_dada2,Sample Name*,Sample Group Name (required for some products)*,Site,State,Ocean,Continent,Seagrass_Or_Not,Species,Description of Pathogenicity to any host*,Concentration (ng/ul),"Tube or Plate Label (If in a tube, label must be unique.  If in a plate, label must be the same for all samples in that plate.) 20 characters max",Plate location (well #) required if samples will be provided in a plate.  ,Sample Format*,Shipment and Storage Comments (Box #),Biosafety Material Category,Sample Isolation Method,Collection Year,Collection Month,Clone,Sample Isolated From,Latitude Value must be in decimal format with values between -90 and 90.,Longitude Value must be in decimal format with values between -180 and 180.,Notes
1191103,Seagrass microbiome iTags plate 5,179053,Plate_5,ZM1201_R,Plate_5.ZM1201_R,ZM1201-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,0.78,503251_iTag_5,H3,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179054,Plate_5,ZM1202_R,Plate_5.ZM1202_R,ZM1202-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,0.85,503251_iTag_5,A4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179055,Plate_5,ZM1203_R,Plate_5.ZM1203_R,ZM1203-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,0.16,503251_iTag_5,B4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179056,Plate_5,ZM1204_R,Plate_5.ZM1204_R,ZM1204-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,2,503251_iTag_5,C4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179057,Plate_5,ZM1205_R,Plate_5.ZM1205_R,ZM1205-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,0.59,503251_iTag_5,D4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179058,Plate_5,ZM1206_R,Plate_5.ZM1206_R,ZM1206-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,0.99,503251_iTag_5,E4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179059,Plate_5,ZM1207_R,Plate_5.ZM1207_R,ZM1207-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,3.95,503251_iTag_5,F4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179060,Plate_5,ZM1208_R,Plate_5.ZM1208_R,ZM1208-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,16.03,503251_iTag_5,G4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179061,Plate_5,ZM1209_R,Plate_5.ZM1209_R,ZM1209-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,1.22,503251_iTag_5,H4,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179062,Plate_5,ZM1210_R,Plate_5.ZM1210_R,ZM1210-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,2.46,503251_iTag_5,A5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179063,Plate_5,ZM1211_R,Plate_5.ZM1211_R,ZM1211-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,2.96,503251_iTag_5,B5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179064,Plate_5,ZM1212_R,Plate_5.ZM1212_R,ZM1212-R,Northern Norway,Norway,Norway,Atlantic,Europe,Seagrass,Zostera marina,none known,2.88,503251_iTag_5,C5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,67.267997,15.257219,
1191103,Seagrass microbiome iTags plate 5,179065,Plate_5,ZM1401_R,Plate_5.ZM1401_R,ZM1401-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,2.61,503251_iTag_5,D5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179066,Plate_5,ZM1402_R,Plate_5.ZM1402_R,ZM1402-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,4.54,503251_iTag_5,E5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179067,Plate_5,ZM1403_R,Plate_5.ZM1403_R,ZM1403-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,5.67,503251_iTag_5,F5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179068,Plate_5,ZM1404_R,Plate_5.ZM1404_R,ZM1404-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,2.15,503251_iTag_5,G5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179069,Plate_5,ZM1405_R,Plate_5.ZM1405_R,ZM1405-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,1.08,503251_iTag_5,H5,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179070,Plate_5,ZM1406_R,Plate_5.ZM1406_R,ZM1406-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,9.24,503251_iTag_5,A6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179071,Plate_5,ZM1407_R,Plate_5.ZM1407_R,ZM1407-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,2.02,503251_iTag_5,B6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179072,Plate_5,ZM1408_R,Plate_5.ZM1408_R,ZM1408-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,12.4,503251_iTag_5,C6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179073,Plate_5,ZM1409_R,Plate_5.ZM1409_R,ZM1409-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,6.06,503251_iTag_5,D6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179074,Plate_5,ZM1410_R,Plate_5.ZM1410_R,ZM1410-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,6.32,503251_iTag_5,E6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179075,Plate_5,ZM1411_R,Plate_5.ZM1411_R,ZM1411-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,3.4,503251_iTag_5,F6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179076,Plate_5,ZM1412_R,Plate_5.ZM1412_R,ZM1412-R,Sweden,Sweden,Sweden,Atlantic,Europe,Seagrass,Zostera marina,none known,6.72,503251_iTag_5,G6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,August,FALSE,root,58.3131,11.5488,
1191103,Seagrass microbiome iTags plate 5,179077,Plate_5,ZM1501_R,Plate_5.ZM1501_R,ZM1501-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.45,503251_iTag_5,H6,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179078,Plate_5,ZM1502_R,Plate_5.ZM1502_R,ZM1502-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,1.01,503251_iTag_5,A7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179079,Plate_5,ZM1503_R,Plate_5.ZM1503_R,ZM1503-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.29,503251_iTag_5,B7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179080,Plate_5,ZM1504_R,Plate_5.ZM1504_R,ZM1504-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,1.1,503251_iTag_5,C7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179081,Plate_5,ZM1505_R,Plate_5.ZM1505_R,ZM1505-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,2.71,503251_iTag_5,D7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179082,Plate_5,ZM1506_R,Plate_5.ZM1506_R,ZM1506-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.37,503251_iTag_5,E7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179083,Plate_5,ZM1507_R,Plate_5.ZM1507_R,ZM1507-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.15,503251_iTag_5,F7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179084,Plate_5,ZM1508_R,Plate_5.ZM1508_R,ZM1508-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.33,503251_iTag_5,G7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179085,Plate_5,ZM1509_R,Plate_5.ZM1509_R,ZM1509-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.8,503251_iTag_5,H7,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179086,Plate_5,ZM1510_R,Plate_5.ZM1510_R,ZM1510-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,1.79,503251_iTag_5,A8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179087,Plate_5,ZM1511R,Plate_5.ZM1511R,ZM1511R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.85,503251_iTag_5,B8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179088,Plate_5,ZM1512_R,Plate_5.ZM1512_R,ZM1512-R,Wales,Wales,Wales,Atlantic,Europe,Seagrass,Zostera marina,none known,0.9,503251_iTag_5,C8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,March,FALSE,root,52.990731,-4.450321,
1191103,Seagrass microbiome iTags plate 5,179089,Plate_5,ZM1601_R,Plate_5.ZM1601_R,ZM1601-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,1.77,503251_iTag_5,D8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179090,Plate_5,ZM1602_R,Plate_5.ZM1602_R,ZM1602-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,1.63,503251_iTag_5,E8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179091,Plate_5,ZM1603_R,Plate_5.ZM1603_R,ZM1603-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,3.3,503251_iTag_5,F8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179092,Plate_5,ZM1604_R,Plate_5.ZM1604_R,ZM1604-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,6.55,503251_iTag_5,G8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179093,Plate_5,ZM1605_R,Plate_5.ZM1605_R,ZM1605-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,1.37,503251_iTag_5,H8,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179094,Plate_5,ZM1606_R,Plate_5.ZM1606_R,ZM1606-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,2.38,503251_iTag_5,A9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179095,Plate_5,ZM1607_R,Plate_5.ZM1607_R,ZM1607-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,2.11,503251_iTag_5,B9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179096,Plate_5,ZM1608_R,Plate_5.ZM1608_R,ZM1608-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,5.34,503251_iTag_5,C9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179097,Plate_5,ZM1609_R,Plate_5.ZM1609_R,ZM1609-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,3.76,503251_iTag_5,D9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179098,Plate_5,ZM1610_R,Plate_5.ZM1610_R,ZM1610-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,3.73,503251_iTag_5,E9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179099,Plate_5,ZM1611_R,Plate_5.ZM1611_R,ZM1611-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,2.04,503251_iTag_5,F9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179100,Plate_5,ZM1612_R,Plate_5.ZM1612_R,ZM1612-R,Portugal,Portugal,Portugal,Atlantic,Europe,Seagrass,Zostera marina,none known,4,503251_iTag_5,G9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,October,FALSE,root,37.01427,-7.493273,
1191103,Seagrass microbiome iTags plate 5,179101,Plate_5,ZM1701_R,Plate_5.ZM1701_R,ZM1701-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.48,503251_iTag_5,H9,water,"Box 7, plate 5 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179102,Plate_5,ZM1702_R,Plate_5.ZM1702_R,ZM1702-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.47,503251_iTag_5,A10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179103,Plate_5,ZM1703_R,Plate_5.ZM1703_R,ZM1703-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,2.22,503251_iTag_5,B10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179104,Plate_5,ZM1704_R,Plate_5.ZM1704_R,ZM1704-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.54,503251_iTag_5,C10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179105,Plate_5,ZM1705_R,Plate_5.ZM1705_R,ZM1705-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.08,503251_iTag_5,D10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179106,Plate_5,ZM1706_R,Plate_5.ZM1706_R,ZM1706-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.14,503251_iTag_5,E10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179107,Plate_5,ZM1707_R,Plate_5.ZM1707_R,ZM1707-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.31,503251_iTag_5,F10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179108,Plate_5,ZM1708_R,Plate_5.ZM1708_R,ZM1708-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.56,503251_iTag_5,G10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179109,Plate_5,ZM1709_R,Plate_5.ZM1709_R,ZM1709-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.21,503251_iTag_5,H10,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179110,Plate_5,ZM1710_R,Plate_5.ZM1710_R,ZM1710-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.72,503251_iTag_5,A11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179111,Plate_5,ZM1711_R,Plate_5.ZM1711_R,ZM1711-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,1.26,503251_iTag_5,B11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179112,Plate_5,ZM1712_R,Plate_5.ZM1712_R,ZM1712-R,French Mediterranean ,French Mediterranean,French Mediterranean,Atlantic,Europe,Seagrass,Zostera marina,none known,0.93,503251_iTag_5,C11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,June,FALSE,root,43.447,3.661503,
1191103,Seagrass microbiome iTags plate 5,179113,Plate_5,ZM1801_R,Plate_5.ZM1801_R,ZM1801-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.97,503251_iTag_5,D11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179114,Plate_5,ZM1802_R,Plate_5.ZM1802_R,ZM1802-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.43,503251_iTag_5,E11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179115,Plate_5,ZM1803_R,Plate_5.ZM1803_R,ZM1803-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.16,503251_iTag_5,F11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179116,Plate_5,ZM1804_R,Plate_5.ZM1804_R,ZM1804-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.41,503251_iTag_5,G11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179117,Plate_5,ZM1805_R,Plate_5.ZM1805_R,ZM1805-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.19,503251_iTag_5,H11,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179118,Plate_5,ZM1806_R,Plate_5.ZM1806_R,ZM1806-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.65,503251_iTag_5,B12,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179119,Plate_5,ZM1807_R,Plate_5.ZM1807_R,ZM1807-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.92,503251_iTag_5,C12,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179120,Plate_5,ZM1808_R,Plate_5.ZM1808_R,ZM1808-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.01,503251_iTag_5,D12,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179121,Plate_5,ZM1809_R,Plate_5.ZM1809_R,ZM1809-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,0.7,503251_iTag_5,E12,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
1191103,Seagrass microbiome iTags plate 5,179122,Plate_5,ZM1810_R,Plate_5.ZM1810_R,ZM1810-R,Croatia,Croatia,Croatia,Atlantic,Europe,Seagrass,Zostera marina,none known,1.28,503251_iTag_5,F12,water,"Box 8, plate 5 #2, plate 6 #1",Metagenome (Environmental),ZymoBIOMICS 96 Magbead DNA Kit,2016,September,FALSE,root,44.211628,15.490607,
